""	"AqFl1-002"	"AqFl1-003"	"AqFl1-005"	"AqFl1-007"	"AqFl1-009"	"AqFl1-011"	"AqFl1-013"	"AqFl1-014"	"AqFl1-019"	"AqFl1-021"	"AqFl1-022"	"AqFl1-024"	"AqFl1-025"	"AqFl1-028"	"AqFl1-029"	"AqFl1-030"	"AqFl1-034"	"AqFl1-035"	"AqFl1-038"	"AqFl1-039"	"AqFl1-043"	"AqFl1-045"	"AqFl1-046"	"AqFl1-047"	"AqFl1-049"	"AqFl1-050"	"AqFl1-055"	"AqFl1-056"	"AqFl1-057"	"AqFl1-058"	"AqFl1-059"	"AqFl1-064"	"AqFl1-069"	"AqFl1-070"	"AqFl1-071"	"AqFl1-072"	"AqFl1-073"	"AqFl1-075"	"AqFl1-076"	"AqFl1-077"	"AqFl1-084"	"AqFl1-086"	"AqFl1-088"	"AqFl1-089"	"AqFl1-092"	"AqFl1-094"	"AqFl1-095"
"AqFl1-047"	0.862092601311216	2.25582688428468	1.91273116674876	0.209797082601942	0.283023607311783	2.5983258723396	2.45233222701516	1.42348286687172	2.13482872250391	0.305186070426025	3.25154956334998	1.34635744059861	0.257110043997491	2.39632838174437	0.147375065605779	2.50429046151066	1.99577099771548	0.390828756059061	0.319595747645948	2.23420566028022	2.33302998766058	0.292107045594206	2.52497291575134	0	0.443863598062561	3.44928837820215	0.481285339561165	2.54384489823426	2.35806670929465	1.78594389766181	0.717465594253823	2.1556998047366	1.03690511961945	2.38186038607924	1.88880482660152	0.243969587115633	2.25679133061077	1.93188351480936	2.17188858181507	0.736403062268607	2.46177083229236	3.05994481257089	0.888037273147878	0.288821260794933	2.54666330607818	0.350230460539902	2.34527952210605
"AqFl1-049"	0.433651302039295	2.28722337077679	2.04138851923673	0.509942098252259	0.20319065480993	2.72447551128576	2.24024698511345	1.85785171438759	2.34269971779898	0.739371597157176	2.87714401473406	1.76999579556466	0.255486806336446	2.49021659341724	0.542396965195546	2.33442372376496	2.14905828540375	0.100537144075809	0.236288337997275	2.40881956512813	2.45062762477524	0.259796497667084	2.6348767951144	0.443863598062561	0	3.09302982860299	0.882774593402296	2.7002656995852	2.47020580758326	2.19664930867537	0.541156332703429	2.04586860704416	1.44674031616453	2.08780960737613	2.11719133179785	0.306574419023903	2.67763089515327	2.09468558659369	2.02472042709044	0.299727864076586	2.59027875792698	3.35576884568695	1.31195594087984	0.262171318128338	2.74547244572059	0.766380949480023	2.45908256738404
"AqFl1-050"	2.86001062139475	2.80955678999794	3.23319139133011	3.35430279086858	3.17830750590212	3.4397256028677	1.53671037371337	4.57487087973112	3.69748859075572	3.73618914524288	0.644916338925652	4.42790461924082	3.32331278274153	3.17324020851335	3.45684595212977	1.72447445587683	3.34126563140831	3.1904982900811	3.16466727320191	3.59637323016022	3.30652410272167	3.27171900516663	3.33248009956535	3.44928837820215	3.09302982860299	0	3.65471421932803	3.59618925571371	3.25762059268111	4.71714207609767	2.93531772370804	2.10723707620949	4.12971537387604	1.28440330477524	3.701023173798	3.28601226121661	5.19330695788743	3.38677845270194	1.93857445005593	2.82528250100742	3.41632565707052	4.80900434600504	4.12899032104082	3.16107958292437	3.84923134475183	3.61298704230797	3.27820886373669
"AqFl1-055"	1.30935579373342	2.0387997547193	1.65233851892478	0.387574413061652	0.69092278403561	2.2791134235504	2.48830737430692	1.00315313849314	1.78737091221313	0.362449101562846	3.50537474058144	0.903682707234515	0.732120869474686	2.11587493494612	0.36060576027121	2.49555302981029	1.67649011938931	0.85428469704656	0.687714537859971	1.92813767273866	2.02297930302151	0.703570681188483	2.21784973123887	0.481285339561165	0.882774593402296	3.65471421932803	0	2.19608119690712	2.06465162938782	1.33242120835881	1.02235195440809	2.09733110590009	0.598305801501507	2.54700613314566	1.54297392216295	0.627746971261495	1.81059274076818	1.63088089613981	2.14821070600993	1.14842009219986	2.13817793440264	2.60245043789236	0.516993827571544	0.649152801906598	2.16144409359563	0.137750425885943	2.04044467949789
"AqFl1-056"	2.99018293060799	0.793260766267083	1.04509774434035	2.34048814579378	2.54773701472464	0.223917810849547	2.08281735244481	2.30324307361712	0.902276264066098	2.55461651220149	3.7099302391815	2.16161099178363	2.71023008070972	0.465726772622625	2.41424481646316	1.87545134399469	0.62651703144542	2.74790874992656	2.52003885384793	1.03990977633647	0.368058193064016	2.62963384067327	0.309278869531809	2.54384489823426	2.7002656995852	3.59618925571371	2.19608119690712	0	0.453968309210415	2.11393825942469	2.56269928917725	1.52856225811343	2.13097534807264	2.6625304277872	1.13357016153117	2.55727119997103	2.37335571900618	0.938783930403739	1.69069074275947	2.77543210490638	0.255922492400791	1.23708491818774	2.33515961973068	2.47311111301963	0.286260675597995	2.30210234219333	0.339090290076508
"AqFl1-057"	2.72020117990807	0.494350842946865	0.687208711265672	2.14885628770353	2.32670367970825	0.330903082991451	1.77989253538676	2.33716931004976	0.732965062863717	2.41116505676243	3.32739993965586	2.19520207904887	2.49398224290585	0.140078757240034	2.23047621443544	1.54114163611965	0.40658991338984	2.52551742226918	2.31646555581999	0.775776912213099	0.463255235814616	2.43893460496494	0.44805588817814	2.35806670929465	2.47020580758326	3.25762059268111	2.06465162938782	0.453968309210415	0	2.23870247099838	2.26456856242115	1.16943084905126	2.11993385085575	2.26452932683539	0.947761646008049	2.37042572447735	2.5520960143995	0.645779815041272	1.36668173300081	2.51465683493498	0.485627309580952	1.61711635088389	2.29612413219607	2.25301509102674	0.687773687737469	2.15210046249275	0.344173582608428
"AqFl1-058"	2.62961694292321	2.42469099510897	2.06364896113526	1.71732124339582	2.01553095293257	2.29837367115047	3.32909209548294	0.479427471790913	1.86238013158225	1.54215190294404	4.66382528091286	0.459267848351604	2.04217634230261	2.3118882026726	1.68653456443571	3.27511740195935	1.87791742865014	2.16265847694672	1.98341192629302	2.11311938633391	2.10132230009233	1.97861497725152	2.26820794339109	1.78594389766181	2.19664930867537	4.71714207609767	1.33242120835881	2.11393825942469	2.23870247099838	0	2.32798633200496	2.840903871584	0.75210657235873	3.63046376385933	1.70687449509716	1.90857013492887	0.498260048061446	1.92578203721494	2.93376377769778	2.46256340015732	2.14104140430922	1.81725334847944	0.93294924725215	1.97313347069953	1.9164649877988	1.45485845991692	2.14784149028596
"AqFl1-059"	0.627196677033053	2.11017075610969	1.74562779637863	0.674325567356131	0.514357466414766	2.55634858756377	2.09348655124708	1.98663900579235	2.09159156758368	0.988011561482807	2.66050179853968	1.90227420387495	0.581153351919728	2.29747330897949	0.722836450580875	2.12582943018311	1.96409151874871	0.584933895650426	0.639821431758952	2.1024267197539	2.34446695659165	0.731181299740139	2.50874428510676	0.717465594253823	0.541156332703429	2.93531772370804	1.02235195440809	2.56269928917725	2.26456856242115	2.32798633200496	0	1.82453032628649	1.6178826563163	1.8004620159014	1.86246018997136	0.727978832683307	2.79750540450252	1.8311848012814	1.848804056367	0.537602946236416	2.48076133289182	3.29557812022719	1.5212715746699	0.514150638027512	2.63495487650119	0.921806949618977	2.32617828193105
"AqFl1-064"	2.12543447074551	0.738315243052443	1.20917859958746	1.96942250913932	1.9891502354846	1.38891354616415	0.66344307290893	2.79397916788298	1.63118384233232	2.3456673893397	2.18339130858168	2.638495946784	2.17952410013524	1.09786168043786	2.07955832440438	0.457792325007851	1.23911399604173	2.1337119367389	1.97401342599726	1.57677606843475	1.25722154705115	2.11417949788173	1.30430831490262	2.1556998047366	2.04586860704416	2.10723707620949	2.09733110590009	1.52856225811343	1.16943084905126	2.840903871584	1.82453032628649	0	2.41809658632084	1.15849999787942	1.67611560291295	2.07531702434839	3.27043260767902	1.33373112415243	0.247432624496053	1.95009480597246	1.37467323609012	2.7247222657283	2.50615236191331	1.92923251612127	1.77004378502422	2.12246666391382	1.21178491895702
"AqFl1-069"	1.87993288329535	2.18312762295428	1.81659663211035	0.978214903168246	1.26901209902643	2.26632526917559	2.8499776020494	0.478477388658293	1.7973700194998	0.80421680069156	4.03201440002345	0.344764408545182	1.29361265426049	2.17993645005231	0.943646085514644	2.8375986232953	1.72408843910368	1.41097211774346	1.23694339588039	2.00233349600704	2.01351119834812	1.22809284028109	2.20748583020558	1.03690511961945	1.44674031616453	4.12971537387604	0.598305801501507	2.13097534807264	2.11993385085575	0.75210657235873	1.6178826563163	2.41809658632084	0	3.04263010559736	1.58020790781072	1.15842279403432	1.23306203373618	1.73459660452982	2.48311794117755	1.71818019108403	2.10088066925753	2.25706229197481	0.238833095174035	1.23042292831068	2.02149691346102	0.71540324597661	2.05034787008602
"AqFl1-070"	1.92627039249306	1.88685709028428	2.06593493593476	2.26218344607596	2.12688532839189	2.52084533675101	0.951648602287959	3.45311979904388	2.55029446669245	2.65791953620078	1.10601598668211	3.31838987654674	2.27653885395936	2.21793400974952	2.36294179039986	1.0041760214992	2.26901517540971	2.18328002314228	2.14688066658577	2.43765749852545	2.40130120623817	2.27312013781192	2.45821998317686	2.38186038607924	2.08780960737613	1.28440330477524	2.54700613314566	2.6625304277872	2.26452932683539	3.63046376385933	1.8004620159014	1.15849999787942	3.04263010559736	0	2.5115038745945	2.27190188980566	4.09889300107708	2.23231585938402	1.08124244561448	1.85735608988716	2.52400376064172	3.82566085890521	3.04563550453897	2.0999999438279	2.89248732019637	2.50782028783722	2.35354604323735
"AqFl1-071"	2.42134114474051	1.26458843440976	0.495223773403424	1.69948565342745	1.9349768004099	1.17507300057945	2.32418266151884	1.69138199420755	0.295618929602894	1.87501763415032	3.61641109563076	1.59275847711885	2.04937695447931	1.07533752582757	1.74385973820923	2.12183956461721	0.645252252964471	2.14202491798932	1.96875896790818	0.434941930807073	1.19937121169013	2.06987089220572	1.29350044217071	1.88880482660152	2.11719133179785	3.701023173798	1.54297392216295	1.13357016153117	0.947761646008049	1.70687449509716	1.86246018997136	1.67611560291295	1.58020790781072	2.5115038745945	0	1.99465318325805	2.01012929107738	0.364271709929178	1.87885546906212	2.23863788596215	1.24274724020285	1.65826262285089	1.73553551720754	1.86792405289917	1.1226760464505	1.63000766264983	1.13758574758851
"AqFl1-072"	0.734025652751978	2.21973296822282	1.97024076314923	0.31745194979247	0.214186125365093	2.60453485399405	2.31613378289987	1.58131776317914	2.22176987583299	0.496759623083864	3.11026770624195	1.48858022079203	0.279912373392131	2.39470255242295	0.33912429858517	2.39770416848732	2.02717105845301	0.282994955307652	0.125488946774196	2.32046563099592	2.31739792078264	0.0809796202104626	2.51018018223288	0.243969587115633	0.306574419023903	3.28601226121661	0.627746971261495	2.55727119997103	2.37042572447735	1.90857013492887	0.727978832683307	2.07531702434839	1.15842279403432	2.27190188980566	1.99465318325805	0	2.39068555156364	1.99745095345034	2.06522204528621	0.584346744037139	2.45205949090354	3.13268733216949	1.02429517929125	0.227187630641018	2.57589212318034	0.522035310147393	2.33563408266392
"AqFl1-073"	3.10979740871424	2.79506272618197	2.41596485389983	2.19783728267641	2.49627956848975	2.57299118878031	3.77929112211442	0.85898544446414	2.13790284699583	1.99777761972003	5.14518052710731	0.91135540033746	2.51061558045542	2.63270632692886	2.15987696015731	3.70783269017292	2.21967254447113	2.63856259727194	2.46967450398787	2.39131286796715	2.420325715727	2.4589238199601	2.56570507552415	2.25679133061077	2.67763089515327	5.19330695788743	1.81059274076818	2.37335571900618	2.5520960143995	0.498260048061446	2.79750540450252	3.27043260767902	1.23306203373618	4.09889300107708	2.01012929107738	2.39068555156364	0	2.2618746790366	3.37555778977508	2.94906519036957	2.4346888294278	1.80117904327813	1.38782545219301	2.45641700691743	2.13848461404395	1.92796290159019	2.46618665450238
"AqFl1-075"	2.36557247914927	0.918193023320274	0.184971324099008	1.72877606089946	1.93002724227964	0.9276383377701	1.98884419281079	1.92219749033322	0.328590179967495	1.96683527784299	3.33678417339415	1.80144531976072	2.07080585526061	0.762626971806666	1.79401410723981	1.77323660072349	0.384163118727332	2.13567142500167	1.95252271053364	0.375709245475238	0.948074333514038	2.06909488507119	1.0327757246345	1.93188351480936	2.09468558659369	3.38677845270194	1.63088089613981	0.938783930403739	0.645779815041272	1.92578203721494	1.8311848012814	1.33373112415243	1.73459660452982	2.23231585938402	0.364271709929178	1.99745095345034	2.2618746790366	0	1.54425919983517	2.17463729136902	1.00854543663071	1.74492488014728	1.88642962028278	1.85952044644355	1.015795633055	1.71035927940149	0.869381003006794
"AqFl1-076"	2.07825093783481	0.903068567906204	1.4271281449106	1.99620804994264	1.98861289084296	1.56156961290812	0.447034197707207	2.88299389781792	1.84456309918036	2.37617814401495	2.05324362052787	2.72363433697145	2.18175593513532	1.28429661399039	2.10932544275559	0.362455130432795	1.42423784249675	2.1169165264652	1.96072246396427	1.80688369728294	1.38984076099097	2.09740699523813	1.44522524610726	2.17188858181507	2.02472042709044	1.93857445005593	2.14821070600993	1.69069074275947	1.36668173300081	2.93376377769778	1.848804056367	0.247432624496053	2.48311794117755	1.08124244561448	1.87885546906212	2.06522204528621	3.37555778977508	1.54425919983517	0	1.90720858519477	1.51170638040133	2.87928569416351	2.5602897576226	1.93252639642627	1.92706271816782	2.16649389666661	1.36195690320352
"AqFl1-077"	0.223448222381902	2.28492378315883	2.09930558647657	0.765494434173887	0.466408269416111	2.77738687620056	2.07616565948758	2.13972323785039	2.44739863709848	1.03664859905706	2.59531876253437	2.0444746136216	0.537385423450859	2.52363051797626	0.81771202379923	2.19281537643791	2.22670557440876	0.382433398562376	0.486268347524588	2.48876229471272	2.50742280747835	0.538144685890546	2.68230400794906	0.736403062268607	0.299727864076586	2.82528250100742	1.14842009219986	2.77543210490638	2.51465683493498	2.46256340015732	0.537602946236416	1.95009480597246	1.71818019108403	1.85735608988716	2.23863788596215	0.584346744037139	2.94906519036957	2.17463729136902	1.90720858519477	0	2.65171503079586	3.52175462555331	1.59779013823507	0.501176611486691	2.84939637500094	1.04027006274923	2.51082998163087
"AqFl1-084"	2.86916500044856	0.645280872336258	1.09098281408168	2.25911854358534	2.44919654096879	0.310151991728614	1.89019872968341	2.31915355563524	1.04666419445869	2.48991226287638	3.55375171165264	2.16655299925841	2.62025761002278	0.434042886533957	2.33981711879608	1.70822345717962	0.647216223983925	2.64307443151817	2.41028968411953	1.18006260162346	0.148981645416485	2.52135221910207	0.135663812233836	2.46177083229236	2.59027875792698	3.41632565707052	2.13817793440264	0.255922492400791	0.485627309580952	2.14104140430922	2.48076133289182	1.37467323609012	2.10088066925753	2.52400376064172	1.24274724020285	2.45205949090354	2.4346888294278	1.00854543663071	1.51170638040133	2.65171503079586	0	1.40838177312946	2.29731311872233	2.37480360243515	0.464393064471663	2.24006426620133	0.187602858779661
"AqFl1-086"	3.73194344836622	2.00765345143889	1.92174380209137	2.89174967992673	3.17161278452029	1.43274178855877	3.28105732565215	2.18525932011277	1.5044597972244	2.94572872779513	4.89935019253307	2.10334119837235	3.28636043545746	1.6799045528458	2.92415676243018	3.09855664338163	1.57293553879757	3.37055315082013	3.14270711301809	1.72477466372021	1.5079305541169	3.21242482704063	1.50786400499297	3.05994481257089	3.35576884568695	4.80900434600504	2.60245043789236	1.23708491818774	1.61711635088389	1.81725334847944	3.29557812022719	2.7247222657283	2.25706229197481	3.82566085890521	1.65826262285089	3.13268733216949	1.80117904327813	1.74492488014728	2.87928569416351	3.52175462555331	1.40838177312946	0	2.49383429877386	3.10281737990488	0.96487065406454	2.7352763874265	1.53407142182346
"AqFl1-088"	1.74122236321585	2.3330879660619	1.95184175495239	0.873233308909057	1.14433254814698	2.46012312289646	2.91060353013703	0.573643976057	1.96927396957603	0.621181356397522	4.00517934910901	0.500577722698152	1.13862491694747	2.35435026783628	0.816489907804649	2.91541003522053	1.89797434491953	1.2633778268379	1.11790482586741	2.15688146381605	2.20240145738532	1.08667869879687	2.39869983456019	0.888037273147878	1.31195594087984	4.12899032104082	0.516993827571544	2.33515961973068	2.29612413219607	0.93294924725215	1.5212715746699	2.50615236191331	0.238833095174035	3.04563550453897	1.73553551720754	1.02429517929125	1.38782545219301	1.88642962028278	2.5602897576226	1.59779013823507	2.29731311872233	2.49383429877386	0	1.11739364611734	2.23905059149141	0.600762813398147	2.2362163518042
"AqFl1-089"	0.669459901813725	2.10305740923477	1.81720126438443	0.264321186395675	0.0746376866493171	2.50547514910597	2.19324696776997	1.6449405656422	2.09691148652189	0.585761955260475	2.9654500454777	1.54981138762047	0.262776723775446	2.28050946265319	0.326884500671429	2.25618985306842	1.91716765346175	0.280943778992809	0.1549661024045	2.17379751949292	2.23865416753044	0.259615221382669	2.42484064802345	0.288821260794933	0.262171318128338	3.16107958292437	0.649152801906598	2.47311111301963	2.25301509102674	1.97313347069953	0.514150638027512	1.92923251612127	1.23042292831068	2.0999999438279	1.86792405289917	0.227187630641018	2.45641700691743	1.85952044644355	1.93252639642627	0.501176611486691	2.37480360243515	3.10281737990488	1.11739364611734	0	2.50784659384957	0.542306690461728	2.24598133614625
"AqFl1-092"	3.06532058625519	1.04440960231386	1.15749912696804	2.35006020107213	2.58187406690781	0.503967254447794	2.32678796548186	2.14684876489951	0.909862175298393	2.52318566214306	3.95170266755715	2.0129326883387	2.73315709403895	0.728358373115999	2.41356429463746	2.13458926877261	0.727648873507485	2.78405354060083	2.55219844731026	1.10192533233073	0.562433103140046	2.65142094440653	0.563104383069204	2.54666330607818	2.74547244572059	3.84923134475183	2.16144409359563	0.286260675597995	0.687773687737469	1.9164649877988	2.63495487650119	1.77004378502422	2.02149691346102	2.89248732019637	1.1226760464505	2.57589212318034	2.13848461404395	1.015795633055	1.92706271816782	2.84939637500094	0.464393064471663	0.96487065406454	2.23905059149141	2.50784659384957	0	2.27753412905029	0.571812680572942
"AqFl1-094"	1.19055961897716	2.10887096034497	1.71939249362647	0.284345272963222	0.576145068213279	2.37666120121992	2.49307874164759	1.10487582372325	1.87913074760353	0.259780327325173	3.44547453596149	1.01747276309741	0.600212773195874	2.20147683825287	0.232451503658159	2.50993790718356	1.76895006324277	0.731108286334796	0.58688357926071	2.00596742882509	2.12120762323955	0.594260723690247	2.31501926874492	0.350230460539902	0.766380949480023	3.61298704230797	0.137750425885943	2.30210234219333	2.15210046249275	1.45485845991692	0.921806949618977	2.12246666391382	0.71540324597661	2.50782028783722	1.63000766264983	0.522035310147393	1.92796290159019	1.71035927940149	2.16649389666661	1.04027006274923	2.24006426620133	2.7352763874265	0.600762813398147	0.542306690461728	2.27753412905029	0	2.13579635905732
"AqFl1-095"	2.72574384532006	0.481332198867667	0.932561424208008	2.1397304556288	2.32033374570866	0.312918711053723	1.75640694234284	2.28797531102892	0.95387407623878	2.38900134260691	3.39481541779469	2.13463940591861	2.49349503404019	0.283645027213009	2.22355379843993	1.56540796533124	0.512240734313539	2.51456939680934	2.28778658726224	1.06542180528191	0.121426895962891	2.40388447723576	0.189253528298159	2.34527952210605	2.45908256738404	3.27820886373669	2.04044467949789	0.339090290076508	0.344173582608428	2.14784149028596	2.32617828193105	1.21178491895702	2.05034787008602	2.35354604323735	1.13758574758851	2.33563408266392	2.46618665450238	0.869381003006794	1.36195690320352	2.51082998163087	0.187602858779661	1.53407142182346	2.2362163518042	2.24598133614625	0.571812680572942	2.13579635905732	0
